verse_key,version_id,eng,local
1CO.1.1,2235,"From Paul, called by Gods will to be an apostle of Jesus Christ, and from Sosthenes our brother.",An sá man Pɔɔl un Unimbɔti là ki yíiń-mi ḿ nīn sá Yeesu Kriisitoo kpambalee nì ti-nabiki Sɔsteen di jáaḿ-ni.
1CO.1.10,2235,"Now I encourage you, brothers and sisters, in the name of our Lord Jesus Christ: Agree with each other and dont be divided into rival groups. Instead, be restored with the same mind and the same purpose.","Nnabiyaamu, nì ti-Dindaan Yeesu Kriisitoo yindi puee, m gbàam̄-ni, ní nīn pēēmaan kinyɔkɔ, digàntil ń taa nín̄ bí ni-kansikin. Nín̄ pēēmaan kinyɔkɔ mmɔntiimin, ni-kɔkɔ bɔti ń nīn sá tibaantiil, ni-landɔkɔi mun ń nīn pēē."
1CO.1.11,2235,"My brothers and sisters, Chloes people gave me some information about you, that youre fighting with each other.","Di sá yii m-nabiyaamu, Kloowee dicaŋkun yab biba dɔ́miń ki tùkū-mi yii kujaau bí ni-kansikin."
1CO.1.12,2235,"What I mean is this: that each one of you says, I belong to Paul, I belong to Apollos, I belong to Cephas, I belong to Christ.","Kun pu m lì mimmee di sá m gbìl̄ yii ni-kansikin biba lì yii bíǹ nóó Pɔɔl ní, ní biba mun lì yii bíǹ nóó Apooloosi ní, ní biba mun lì yii bíǹ nóó Peetroo, ní biba mun lì yii bíǹ nóó Kriisitoo ní."
1CO.1.13,2235,"Has Christ been divided? Was Paul crucified for you, or were you baptized in Pauls name?.","Mimmee, ni dàkafī yii Kriisitoo yākatì u-ba ajan kupaauaaa? Àá Pɔɔl ní bi kpáá ndɔpuntikaa pu ki tīī-ni ní? Àá Pɔɔl yindi pu ní bi fùl̄-ni Unimbɔti nyim ní?."
1CO.1.14,2235,"Thank God that I didnt baptize any of you, except Crispus and Gaius.","M jáaḿ Unimbɔti m nín kaa fùl̄ ni-kansikin báà ubɔ nnyimee, asee Kriisipusi nì Gaayusi baba."
1CO.1.15,2235,so that nobody can say that you were baptized in my name!.,An puee ni-kansikin ubɔ kaa ŋūǹ kí lì yii man yindi pu ní bi fùl̄-u nnyim.
1CO.1.16,2235,"Oh, I baptized the house of Stephanas too. Otherwise, I dont know if I baptized anyone else.","Tiŋman! M téetí yii m nìn fùl̄ Steefanasi nì u-dicaŋkun yab Unimbɔti nnyim. M yaa gíti fùl̄ biba muɔɔɔ, maa ti nyí."
1CO.1.17,2235,Christ didnt send me to baptize but to preach the good news. And Christ didnt send me to preach the good news with clever words so that Christs cross wont be emptied of its meaning.,"Di sá yii Kriisitoo kaa túnní-mi ḿ nīn fùul̀ binib Unimbɔti nnyim, ama u túnní-mi ḿ sòoǹ u-Bɔmɔntiiti ní. Maa làá dū binib ciiŋyi ní kí sòoǹ an bɔti. M yaa ŋá mimmee, m làá yàntī kun pu Yeesu Kriisitoo kpíì ndɔpuntikaa puee ń ŋá fám dee."
1CO.1.18,2235,The message of the cross is foolishness to those who are being destroyed. But it is the power of God for those of us who are being saved.,"Kun puee ti nín sòoǹ yii Kriisitoo kpíì ndɔpuntikaa pu kí fīī binibee, an sá tiwaatibɔti ní ki tīī bin bí diwaŋkil saŋŋu poonee. Ama ní ki sá Unimbɔti pɔŋŋu ki tīī timbi bin bí difiil saŋŋunee."
