verse_key,version_id,eng,local
LUK.1.1,2148,Many people have already applied themselves to the task of compiling an account of the events that have been fulfilled among us.,Nɩtãa lɛ a nɩyɔɔ na mɔ̃ man a lɛ na ɩ a sɩ ber anyã pɔ.
LUK.1.10,2148,All the people who gathered to worship were praying outside during this hour of incense offering.,"Ka a sɔ̃ɔ na wa ta ɩka wʊ chʊm a tãɩ nyũu vɩla anyãna, a nɩbɛ ara naa a yõo puoro."
LUK.1.11,2148,"An angel from the Lord appeared to him, standing to the right of the altar of incense.",Be lɛ a Nãaŋmɩn malaka wa dũu wʊ be a tãɩ nyũu vɩla chʊmfʊ jie a nũsʊ̃ɔ jie.
LUK.1.12,2148,"When Zechariah saw the angel, he was startled and overcome with fear.","Jekariya na wa nyɛ wʊ a lɛ, pɩla ɔɔ wʊ naa ka dãbãɛ kpɛ wʊ."
LUK.1.13,2148,"The angel said, Dont be afraid, Zechariah. Your prayers have been heard. Your wife Elizabeth will give birth to your son and you must name him John.","Tɩchɛ ka a malaka yɛr kʊ wʊ, Jekariya ta joro dãbãɛ ɛ, Nãaŋmɩn wõn a fʊ sʊɔrfʊ, a fʊ pɔɔ Elijabetɩ na dɔɔn dabile ka fʊ yɔ̃ɔ a wʊ yuor Jɔɔn."
LUK.1.14,2148,"He will be a joy and delight to you, and many people will rejoice at his birth.",A wʊ yele na ɩn nʊ̃ɔ kpɛ fʊ ka fʊ chɩlɛ ka nɩyɔɔ mɩ chɩlɛ a wʊ dɔɔfʊ jũu.
LUK.1.15,2148,for he will be great in the Lords eyes. He must not drink wine and liquor. He will be filled with the Holy Spirit even before his birth.,"An ɩ wʊn ɩn kpɛ̃ɛ a Nãaŋmɩn niem, wʊ kʊ̃ nyũ dãa ban yɔ̃ɔ dãbɩl ɛ, bojũu Nãaŋmɩn Sɩɛ na sɛɛ wʊn be a ma pʊɔm."
LUK.1.16,2148,He will bring many Israelites back to the Lord their God.,Wʊn lɩɛb naa a Isɩral nɩbɛ yɔɔ jie waan a ba Nãaŋmɩn sɛ̃.
LUK.1.17,2148,"He will go forth before the Lord, equipped with the spirit and power of Elijah. He will turn the hearts of fathers back to their children, and he will turn the disobedient to righteous patterns of thinking. He will make ready a people prepared for the Lord.","Wʊn den a sɩ Soro nie nɩ a sɩɛ nɩ a kpɛ̃ɔ lɔ na dɔ̃ɔ be a Elaija yɔ̃ɔ, na wʊ lɩɛb sãamɩne ka ba tara a ba bibiir tɩɛr. Ka bawõnsɩ mɩ nyɛ yɛ̃ na ba maala yeltorsɩ na wʊ vɛ̃ ka nɩbɛ mɩ chɔɔr ba mãɛ gun a sɩ Soro."
LUK.1.18,2148,"Zechariah said to the angel, How can I be sure of this? My wife and I are very old.","Ka a Jekariya sʊʊr a malaka, Ŋmɩnɛ ɩn ɩrɛ wa sɔɔ a nɩtɔ̃ fʊn yɛr? Maa nɩ n pɔɔ jaa kor naa."
